order,ctryname,year,aclpcode,cowcode,cowcode2,qogctycode,qogctylett,qogctyyear,ccdcodelet,ccdcodenum,aclpyear,cowcode2year,cowcodeyear,chgterr,ychgterr,flagc_cowcode2,flage_cowcode2,entryy,exity,cid,wdicode,imf_code,politycode,bankscode,dpicode,uncode,un_region,un_region_name,un_continent,un_continent_name,aclp_region,bornyear,endyear,dupcow,dupwdi,dupun,dupdpi,dupimf,dupbanks,exselec,legselec,closed,dejure,defacto,defacto2,lparty,incumb,type2,collect,nheads,nmil,nhead,npost,ndate,eheads,ageeh,emil,royal,headdiff,ehead,epost,edate,tenure08,comm,ecens08,edeath,flageh,democracy,assconfid,poppreselec,regime,tt,ttd,tta,flagc,flagdem,flagreg,agedem,agereg,stra
1398,Cape Verde,1981,8,402,402,132,CPV,1321981,CPV,39,81981,4021981,4021981,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,7,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,7,7,0
1399,Cape Verde,1982,8,402,402,132,CPV,1321982,CPV,39,81982,4021982,4021982,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,8,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,8,8,0
1400,Cape Verde,1983,8,402,402,132,CPV,1321983,CPV,39,81983,4021983,4021983,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,9,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,9,9,0
1401,Cape Verde,1984,8,402,402,132,CPV,1321984,CPV,39,81984,4021984,4021984,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,10,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,10,10,0
1402,Cape Verde,1985,8,402,402,132,CPV,1321985,CPV,39,81985,4021985,4021985,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,11,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,11,11,0
1403,Cape Verde,1986,8,402,402,132,CPV,1321986,CPV,39,81986,4021986,4021986,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,12,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,12,12,0
1404,Cape Verde,1987,8,402,402,132,CPV,1321987,CPV,39,81987,4021987,4021987,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,13,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,13,13,0
1405,Cape Verde,1988,8,402,402,132,CPV,1321988,CPV,39,81988,4021988,4021988,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,14,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,14,14,0
1406,Cape Verde,1989,8,402,402,132,CPV,1321989,CPV,39,81989,4021989,4021989,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,Aristides Pereira,president,,0,15,0,0,0,Aristides Pereira,president,,16,0,1,1,0,0,0,0,3,0,0,0,0,0,0,15,15,0
1407,Cape Verde,1990,8,402,402,132,CPV,1321990,CPV,39,81990,4021990,4021990,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,Aristides Pereira,president,,0,16,0,0,0,Aristides Pereira,president,,16,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0
1408,Cape Verde,1991,8,402,402,132,CPV,1321991,CPV,39,81991,4021991,4021991,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,1,0,Carlos Veiga,prime minister,4.04.91,1,1,0,0,0,Carlos Veiga,prime minister,4.04.91,9,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0
1409,Cape Verde,1992,8,402,402,132,CPV,1321992,CPV,39,81992,4021992,4021992,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Carlos Veiga,prime minister,,0,2,0,0,0,Carlos Veiga,prime minister,,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,3,3,0
1410,Cape Verde,1993,8,402,402,132,CPV,1321993,CPV,39,81993,4021993,4021993,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Carlos Veiga,prime minister,,0,3,0,0,0,Carlos Veiga,prime minister,,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,4,4,0
1411,Cape Verde,1994,8,402,402,132,CPV,1321994,CPV,39,81994,4021994,4021994,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Carlos Veiga,prime minister,,0,4,0,0,0,Carlos Veiga,prime minister,,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,5,5,0
1412,Cape Verde,1995,8,402,402,132,CPV,1321995,CPV,39,81995,4021995,4021995,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Carlos Veiga,prime minister,,0,5,0,0,0,Carlos Veiga,prime minister,,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,6,6,0
1413,Cape Verde,1996,8,402,402,132,CPV,1321996,CPV,39,81996,4021996,4021996,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Carlos Veiga,prime minister,,0,6,0,0,0,Carlos Veiga,prime minister,,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,7,7,0
1414,Cape Verde,1997,8,402,402,132,CPV,1321997,CPV,39,81997,4021997,4021997,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Carlos Veiga,prime minister,,0,7,0,0,0,Carlos Veiga,prime minister,,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,8,8,0
1415,Cape Verde,1998,8,402,402,132,CPV,1321998,CPV,39,81998,4021998,4021998,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Carlos Veiga,prime minister,,0,8,0,0,0,Carlos Veiga,prime minister,,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,9,9,0
1416,Cape Verde,1999,8,402,402,132,CPV,1321999,CPV,39,81999,4021999,4021999,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Carlos Veiga,prime minister,,0,9,0,0,0,Carlos Veiga,prime minister,,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,10,10,0
1417,Cape Verde,2000,8,402,402,132,CPV,1322000,CPV,39,82000,4022000,4022000,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,1,0,Antonio Gualberto do Rosario,prime minister,7.29.00,1,1,0,0,0,Antonio Gualberto do Rosario,prime minister,7.29.00,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,11,11,0
1418,Cape Verde,2001,8,402,402,132,CPV,1322001,CPV,39,82001,4022001,4022001,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,1,0,Jose Neves,prime minister,2.01.01,1,1,0,0,0,Jose Neves,prime minister,2.01.01,8,0,1,1,1,1,1,1,1,0,0,0,0,0,0,12,12,0
1419,Cape Verde,2002,8,402,402,132,CPV,1322002,CPV,39,82002,4022002,4022002,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Jose Neves,prime minister,,0,2,0,0,0,Jose Neves,prime minister,,8,0,1,1,0,1,1,1,1,0,0,0,0,0,0,13,13,0
1420,Cape Verde,2003,8,402,402,132,CPV,1322003,CPV,39,82003,4022003,4022003,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Jose Neves,prime minister,,0,3,0,0,0,Jose Neves,prime minister,,8,0,1,1,0,1,1,1,1,0,0,0,0,0,0,14,14,0
1421,Cape Verde,2004,8,402,402,132,CPV,1322004,CPV,39,82004,4022004,4022004,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Jose Neves,prime minister,,0,4,0,0,0,Jose Neves,prime minister,,8,0,1,1,0,1,1,1,1,0,0,0,0,0,0,15,15,0
1422,Cape Verde,2005,8,402,402,132,CPV,1322005,CPV,39,82005,4022005,4022005,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Jose Neves,prime minister,,0,5,0,0,0,Jose Neves,prime minister,,8,0,1,1,0,1,1,1,1,0,0,0,0,0,0,16,16,0
1423,Cape Verde,2006,8,402,402,132,CPV,1322006,CPV,39,82006,4022006,4022006,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Jose Neves,prime minister,,0,6,0,0,0,Jose Neves,prime minister,,8,0,1,1,0,1,1,1,1,0,0,0,0,0,0,17,17,0
1424,Cape Verde,2007,8,402,402,132,CPV,1322007,CPV,39,82007,4022007,4022007,0,0,0,0,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Jose Neves,prime minister,,0,7,0,0,0,Jose Neves,prime minister,,8,0,1,1,0,1,1,1,1,0,0,0,0,0,0,18,18,0
1425,Cape Verde,2008,8,402,402,132,CPV,1322008,CPV,39,82008,4022008,4022008,0,0,0,1,1975,2008,402,CPV,624,402,185,CPV,132,11,Western Africa,2,Africa,1,1975,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,Jose Neves,prime minister,,0,8,0,0,0,Jose Neves,prime minister,,8,0,0,1,0,1,1,1,1,0,0,0,0,0,0,19,19,0
1426,Central African Republic,1960,9,482,482,140,CAF,1401960,CAF,29,91960,4821960,4821960,0,0,1,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,1,0,David Dacko,president,8.00.60,1,1,0,0,0,David Dacko,president,8.00.60,6,0,1,1,1,0,0,0,3,0,0,0,1,1,1,1,1,0
1427,Central African Republic,1961,9,482,482,140,CAF,1401961,CAF,29,91961,4821961,4821961,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,David Dacko,president,,0,2,0,0,0,David Dacko,president,,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,2,2,0
1428,Central African Republic,1962,9,482,482,140,CAF,1401962,CAF,29,91962,4821962,4821962,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,David Dacko,president,,0,3,0,0,0,David Dacko,president,,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,3,0
1429,Central African Republic,1963,9,482,482,140,CAF,1401963,CAF,29,91963,4821963,4821963,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,David Dacko,president,,0,4,0,0,0,David Dacko,president,,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,4,4,0
1430,Central African Republic,1964,9,482,482,140,CAF,1401964,CAF,29,91964,4821964,4821964,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,David Dacko,president,,0,5,0,0,0,David Dacko,president,,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,5,5,0
1431,Central African Republic,1965,9,482,482,140,CAF,1401965,CAF,29,91965,4821965,4821965,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,David Dacko,president,,0,6,0,0,0,David Dacko,president,,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,6,6,0
1432,Central African Republic,1966,9,482,482,140,CAF,1401966,CAF,29,91966,4821966,4821966,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,1,1,Jean-Bedel Bokassa,president,1.00.66,1,1,1,0,0,Jean-Bedel Bokassa,president,1.00.66,13,0,1,1,1,0,0,0,4,0,0,0,0,0,1,7,1,0
1433,Central African Republic,1967,9,482,482,140,CAF,1401967,CAF,29,91967,4821967,4821967,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,2,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,8,2,0
1434,Central African Republic,1968,9,482,482,140,CAF,1401968,CAF,29,91968,4821968,4821968,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,3,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,9,3,0
1435,Central African Republic,1969,9,482,482,140,CAF,1401969,CAF,29,91969,4821969,4821969,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,4,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,10,4,0
1436,Central African Republic,1970,9,482,482,140,CAF,1401970,CAF,29,91970,4821970,4821970,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,5,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,11,5,0
1437,Central African Republic,1971,9,482,482,140,CAF,1401971,CAF,29,91971,4821971,4821971,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,6,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,12,6,0
1438,Central African Republic,1972,9,482,482,140,CAF,1401972,CAF,29,91972,4821972,4821972,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,7,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,13,7,0
1439,Central African Republic,1973,9,482,482,140,CAF,1401973,CAF,29,91973,4821973,4821973,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,8,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,14,8,0
1440,Central African Republic,1974,9,482,482,140,CAF,1401974,CAF,29,91974,4821974,4821974,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,9,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,15,9,0
1441,Central African Republic,1975,9,482,482,140,CAF,1401975,CAF,29,91975,4821975,4821975,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,president,,0,10,1,0,0,Jean-Bedel Bokassa,president,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,16,10,0
1442,Central African Republic,1976,9,482,482,140,CAF,1401976,CAF,29,91976,4821976,4821976,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,emperor,12.00.76,0,11,1,0,0,Jean-Bedel Bokassa,emperor,12.00.76,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,17,11,0
1443,Central African Republic,1977,9,482,482,140,CAF,1401977,CAF,29,91977,4821977,4821977,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,emperor,,0,12,1,0,0,Jean-Bedel Bokassa,emperor,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,18,12,0
1444,Central African Republic,1978,9,482,482,140,CAF,1401978,CAF,29,91978,4821978,4821978,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,Jean-Bedel Bokassa,emperor,,0,13,1,0,0,Jean-Bedel Bokassa,emperor,,13,0,1,1,0,0,0,0,4,0,0,0,0,0,0,19,13,0
1445,Central African Republic,1979,9,482,482,140,CAF,1401979,CAF,29,91979,4821979,4821979,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,1,0,David Dacko,president,9.00.79,1,1,0,0,0,David Dacko,president,9.00.79,2,0,1,1,1,0,0,0,3,0,0,0,0,0,1,20,1,0
1446,Central African Republic,1980,9,482,482,140,CAF,1401980,CAF,29,91980,4821980,4821980,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,0,David Dacko,president,,0,2,0,0,0,David Dacko,president,,2,0,1,1,0,0,0,0,3,0,0,0,0,0,0,21,2,0
1447,Central African Republic,1981,9,482,482,140,CAF,1401981,CAF,29,91981,4821981,4821981,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,9.00.81,1,1,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,9.00.81,12,0,1,1,1,0,0,0,4,0,0,0,0,0,1,22,1,0
1448,Central African Republic,1982,9,482,482,140,CAF,1401982,CAF,29,91982,4821982,4821982,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,2,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,23,2,0
1449,Central African Republic,1983,9,482,482,140,CAF,1401983,CAF,29,91983,4821983,4821983,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,3,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,24,3,0
1450,Central African Republic,1984,9,482,482,140,CAF,1401984,CAF,29,91984,4821984,4821984,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,4,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,25,4,0
1451,Central African Republic,1985,9,482,482,140,CAF,1401985,CAF,29,91985,4821985,4821985,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,5,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,26,5,0
1452,Central African Republic,1986,9,482,482,140,CAF,1401986,CAF,29,91986,4821986,4821986,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,6,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,27,6,0
1453,Central African Republic,1987,9,482,482,140,CAF,1401987,CAF,29,91987,4821987,4821987,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,1,2,2,1,1,1,1,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,7,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,28,7,0
1454,Central African Republic,1988,9,482,482,140,CAF,1401988,CAF,29,91988,4821988,4821988,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,1,2,2,1,1,1,1,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,8,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,29,8,0
1455,Central African Republic,1989,9,482,482,140,CAF,1401989,CAF,29,91989,4821989,4821989,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,1,2,2,1,1,1,1,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,9,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,30,9,0
1456,Central African Republic,1990,9,482,482,140,CAF,1401990,CAF,29,91990,4821990,4821990,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,1,2,2,1,1,1,1,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,10,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,31,10,0
1457,Central African Republic,1991,9,482,482,140,CAF,1401991,CAF,29,91991,4821991,4821991,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,11,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,32,11,0
1458,Central African Republic,1992,9,482,482,140,CAF,1401992,CAF,29,91992,4821992,4821992,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,1,Andre Kolingba,president/chairman of Military Committee of National Recovery,,0,12,1,0,0,Andre Kolingba,president/chairman of Military Committee of National Recovery,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,33,12,0
1459,Central African Republic,1993,9,482,482,140,CAF,1401993,CAF,29,91993,4821993,4821993,0,0,0,0,1960,2008,482,CAF,626,482,190,CAF,140,17,Middle Africa,2,Africa,1,1960,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,1,0,Jean-Luc Mandaba,prime minister,10.25.93,1,1,0,0,0,Jean-Luc Mandaba,prime minister,10.25.93,2,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0
