order,ctryname,year,aclpcode,cowcode,cowcode2,qogctycode,qogctylett,qogctyyear,ccdcodelet,ccdcodenum,aclpyear,cowcode2year,cowcodeyear,chgterr,ychgterr,flagc_cowcode2,flage_cowcode2,entryy,exity,cid,wdicode,imf_code,politycode,bankscode,dpicode,uncode,un_region,un_region_name,un_continent,un_continent_name,aclp_region,bornyear,endyear,dupcow,dupwdi,dupun,dupdpi,dupimf,dupbanks,exselec,legselec,closed,dejure,defacto,defacto2,lparty,incumb,type2,collect,nheads,nmil,nhead,npost,ndate,eheads,ageeh,emil,royal,headdiff,ehead,epost,edate,tenure08,comm,ecens08,edeath,flageh,democracy,assconfid,poppreselec,regime,tt,ttd,tta,flagc,flagdem,flagreg,agedem,agereg,stra
8250,Trinidad,2008,64,52,52,780,TTO,7802008,TTO,174,642008,522008,522008,0,0,0,1,1962,2008,52,TTO,369,52,1150,TTO,780,29,Caribbean,19,Americas,8,1962,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,Patrick Manning,prime minister,,0,8,0,0,0,Patrick Manning,prime minister,,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,47,47,0
8251,Tunisia,1956,44,616,616,788,TUN,7881956,TUN,175,441956,6161956,6161956,0,0,1,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,1,0,Habib Bourguiba,president,4.00.56,1,1,0,0,0,Habib Bourguiba,president,4.00.56,31,0,1,1,1,0,0,0,3,0,0,0,1,1,1,1,1,0
8252,Tunisia,1957,44,616,616,788,TUN,7881957,TUN,175,441957,6161957,6161957,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,2,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,2,2,0
8253,Tunisia,1958,44,616,616,788,TUN,7881958,TUN,175,441958,6161958,6161958,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,3,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,3,0
8254,Tunisia,1959,44,616,616,788,TUN,7881959,TUN,175,441959,6161959,6161959,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,4,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,4,4,0
8255,Tunisia,1960,44,616,616,788,TUN,7881960,TUN,175,441960,6161960,6161960,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,5,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,5,5,0
8256,Tunisia,1961,44,616,616,788,TUN,7881961,TUN,175,441961,6161961,6161961,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,6,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,6,6,0
8257,Tunisia,1962,44,616,616,788,TUN,7881962,TUN,175,441962,6161962,6161962,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,7,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,7,7,0
8258,Tunisia,1963,44,616,616,788,TUN,7881963,TUN,175,441963,6161963,6161963,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,8,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,8,8,0
8259,Tunisia,1964,44,616,616,788,TUN,7881964,TUN,175,441964,6161964,6161964,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,9,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,9,9,0
8260,Tunisia,1965,44,616,616,788,TUN,7881965,TUN,175,441965,6161965,6161965,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,10,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,10,10,0
8261,Tunisia,1966,44,616,616,788,TUN,7881966,TUN,175,441966,6161966,6161966,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,11,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,11,11,0
8262,Tunisia,1967,44,616,616,788,TUN,7881967,TUN,175,441967,6161967,6161967,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,12,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,12,12,0
8263,Tunisia,1968,44,616,616,788,TUN,7881968,TUN,175,441968,6161968,6161968,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,13,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,13,13,0
8264,Tunisia,1969,44,616,616,788,TUN,7881969,TUN,175,441969,6161969,6161969,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,14,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,14,14,0
8265,Tunisia,1970,44,616,616,788,TUN,7881970,TUN,175,441970,6161970,6161970,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,15,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,15,15,0
8266,Tunisia,1971,44,616,616,788,TUN,7881971,TUN,175,441971,6161971,6161971,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,16,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,16,16,0
8267,Tunisia,1972,44,616,616,788,TUN,7881972,TUN,175,441972,6161972,6161972,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,17,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,17,17,0
8268,Tunisia,1973,44,616,616,788,TUN,7881973,TUN,175,441973,6161973,6161973,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,18,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,18,18,0
8269,Tunisia,1974,44,616,616,788,TUN,7881974,TUN,175,441974,6161974,6161974,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,19,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,19,19,0
8270,Tunisia,1975,44,616,616,788,TUN,7881975,TUN,175,441975,6161975,6161975,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,20,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,20,20,0
8271,Tunisia,1976,44,616,616,788,TUN,7881976,TUN,175,441976,6161976,6161976,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,21,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,21,21,0
8272,Tunisia,1977,44,616,616,788,TUN,7881977,TUN,175,441977,6161977,6161977,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,22,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,22,22,0
8273,Tunisia,1978,44,616,616,788,TUN,7881978,TUN,175,441978,6161978,6161978,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,23,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,23,23,0
8274,Tunisia,1979,44,616,616,788,TUN,7881979,TUN,175,441979,6161979,6161979,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,24,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,24,24,0
8275,Tunisia,1980,44,616,616,788,TUN,7881980,TUN,175,441980,6161980,6161980,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,Habib Bourguiba,president,,0,25,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,25,25,0
8276,Tunisia,1981,44,616,616,788,TUN,7881981,TUN,175,441981,6161981,6161981,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,26,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,26,26,0
8277,Tunisia,1982,44,616,616,788,TUN,7881982,TUN,175,441982,6161982,6161982,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,27,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,27,27,0
8278,Tunisia,1983,44,616,616,788,TUN,7881983,TUN,175,441983,6161983,6161983,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,28,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,28,28,0
8279,Tunisia,1984,44,616,616,788,TUN,7881984,TUN,175,441984,6161984,6161984,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,29,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,29,29,0
8280,Tunisia,1985,44,616,616,788,TUN,7881985,TUN,175,441985,6161985,6161985,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,30,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,30,30,0
8281,Tunisia,1986,44,616,616,788,TUN,7881986,TUN,175,441986,6161986,6161986,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,Habib Bourguiba,president,,0,31,0,0,0,Habib Bourguiba,president,,31,0,1,1,0,0,0,0,3,0,0,0,0,0,0,31,31,0
8282,Tunisia,1987,44,616,616,788,TUN,7881987,TUN,175,441987,6161987,6161987,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,1,1,Zine al-Abidine Ben Ali,president,11.07.87,1,1,1,0,0,Zine al-Abidine Ben Ali,president,11.07.87,22,0,1,1,1,0,0,0,4,0,0,0,0,0,1,32,1,0
8283,Tunisia,1988,44,616,616,788,TUN,7881988,TUN,175,441988,6161988,6161988,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,1,Zine al-Abidine Ben Ali,president,,0,2,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,33,2,0
8284,Tunisia,1989,44,616,616,788,TUN,7881989,TUN,175,441989,6161989,6161989,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,1,Zine al-Abidine Ben Ali,president,,0,3,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,34,3,0
8285,Tunisia,1990,44,616,616,788,TUN,7881990,TUN,175,441990,6161990,6161990,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,1,Zine al-Abidine Ben Ali,president,,0,4,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,35,4,0
8286,Tunisia,1991,44,616,616,788,TUN,7881991,TUN,175,441991,6161991,6161991,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,1,Zine al-Abidine Ben Ali,president,,0,5,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,36,5,0
8287,Tunisia,1992,44,616,616,788,TUN,7881992,TUN,175,441992,6161992,6161992,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,1,Zine al-Abidine Ben Ali,president,,0,6,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,37,6,0
8288,Tunisia,1993,44,616,616,788,TUN,7881993,TUN,175,441993,6161993,6161993,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,1,Zine al-Abidine Ben Ali,president,,0,7,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,38,7,0
8289,Tunisia,1994,44,616,616,788,TUN,7881994,TUN,175,441994,6161994,6161994,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,8,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,39,8,0
8290,Tunisia,1995,44,616,616,788,TUN,7881995,TUN,175,441995,6161995,6161995,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,9,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,40,9,0
8291,Tunisia,1996,44,616,616,788,TUN,7881996,TUN,175,441996,6161996,6161996,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,10,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,41,10,0
8292,Tunisia,1997,44,616,616,788,TUN,7881997,TUN,175,441997,6161997,6161997,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,11,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,42,11,0
8293,Tunisia,1998,44,616,616,788,TUN,7881998,TUN,175,441998,6161998,6161998,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,12,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,43,12,0
8294,Tunisia,1999,44,616,616,788,TUN,7881999,TUN,175,441999,6161999,6161999,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,13,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,44,13,0
8295,Tunisia,2000,44,616,616,788,TUN,7882000,TUN,175,442000,6162000,6162000,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,14,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,45,14,0
8296,Tunisia,2001,44,616,616,788,TUN,7882001,TUN,175,442001,6162001,6162001,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,15,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,46,15,0
8297,Tunisia,2002,44,616,616,788,TUN,7882002,TUN,175,442002,6162002,6162002,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,16,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,47,16,0
8298,Tunisia,2003,44,616,616,788,TUN,7882003,TUN,175,442003,6162003,6162003,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,17,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,48,17,0
8299,Tunisia,2004,44,616,616,788,TUN,7882004,TUN,175,442004,6162004,6162004,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,18,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,49,18,0
8300,Tunisia,2005,44,616,616,788,TUN,7882005,TUN,175,442005,6162005,6162005,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,19,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,50,19,0
8301,Tunisia,2006,44,616,616,788,TUN,7882006,TUN,175,442006,6162006,6162006,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,20,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,51,20,0
8302,Tunisia,2007,44,616,616,788,TUN,7882007,TUN,175,442007,6162007,6162007,0,0,0,0,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,21,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,1,1,0,0,0,0,4,0,0,0,0,0,0,52,21,0
8303,Tunisia,2008,44,616,616,788,TUN,7882008,TUN,175,442008,6162008,6162008,0,0,0,1,1956,2008,616,TUN,744,616,1160,TUN,788,15,Northern Africa,2,Africa,6,1956,2008,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,Zine al-Abidine Ben Ali,president,,0,22,1,0,0,Zine al-Abidine Ben Ali,president,,22,0,0,1,0,0,0,0,4,0,0,0,0,0,0,53,22,0
8304,Turkey,1946,125,640,640,792,TUR,7921946,TUR,176,1251946,6401946,6401946,0,0,1,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,1,Ismet Inonu,president,11.00.38,0,9,1,0,0,Ismet Inonu,president,11.00.38,12,0,1,1,1,0,0,0,4,0,0,0,1,1,1,24,24,0
8305,Turkey,1947,125,640,640,792,TUR,7921947,TUR,176,1251947,6401947,6401947,0,0,0,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,1,Ismet Inonu,president,,0,10,1,0,0,Ismet Inonu,president,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,25,25,0
8306,Turkey,1948,125,640,640,792,TUR,7921948,TUR,176,1251948,6401948,6401948,0,0,0,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,1,Ismet Inonu,president,,0,11,1,0,0,Ismet Inonu,president,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,26,26,0
8307,Turkey,1949,125,640,640,792,TUR,7921949,TUR,176,1251949,6401949,6401949,0,0,0,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,1,Ismet Inonu,president,,0,12,1,0,0,Ismet Inonu,president,,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,27,27,0
8308,Turkey,1950,125,640,640,792,TUR,7921950,TUR,176,1251950,6401950,6401950,0,0,0,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,1,0,Celal Bayar,president,5.00.50,1,1,0,0,0,Celal Bayar,president,5.00.50,10,0,1,1,1,0,0,0,3,0,0,0,0,0,1,28,1,0
8309,Turkey,1951,125,640,640,792,TUR,7921951,TUR,176,1251951,6401951,6401951,0,0,0,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Celal Bayar,president,,0,2,0,0,0,Celal Bayar,president,,10,0,1,1,0,0,0,0,3,0,0,0,0,0,0,29,2,0
8310,Turkey,1952,125,640,640,792,TUR,7921952,TUR,176,1251952,6401952,6401952,0,0,0,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Celal Bayar,president,,0,3,0,0,0,Celal Bayar,president,,10,0,1,1,0,0,0,0,3,0,0,0,0,0,0,30,3,0
8311,Turkey,1953,125,640,640,792,TUR,7921953,TUR,176,1251953,6401953,6401953,0,0,0,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Celal Bayar,president,,0,4,0,0,0,Celal Bayar,president,,10,0,1,1,0,0,0,0,3,0,0,0,0,0,0,31,4,0
8312,Turkey,1954,125,640,640,792,TUR,7921954,TUR,176,1251954,6401954,6401954,0,0,0,0,1946,2008,640,TUR,186,640,1170,TUR,792,145,Western Asia,142,Asia,6,1816,2008,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,0,Celal Bayar,president,,0,5,0,0,0,Celal Bayar,president,,10,0,1,1,0,0,0,0,3,0,0,0,0,0,0,32,5,0
