ID,STATE,REG_PARTY,REG_START,REG_END,ELITE_NAME,ELITE_FEMALE,ELITE_OCCUPATION,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_REENTER,ELITE_REEXIT,ELITE_RETENURE,ELITE_EXITTYPE,ELITE_EXITFATE
785,USSR,Communist Party of the USSR (KPSS),1922,1991,"Slyunkov, Nikolai Nikitich",M,Economist,1929,na,1986,1990,4,Demotion,No Punishment
786,USSR,Communist Party of the USSR (KPSS),1922,1991,"Sokolnikov, Grigori Yakovlevich",M,Economist,1888,1939,1924,1926,1,Demotion,No Punishment
787,USSR,Communist Party of the USSR (KPSS),1922,1991,"Sokolov, Sergey Leonidovich",M,Soldier,1911,2012,1985,1991,6,Regime Change,na
788,USSR,Communist Party of the USSR (KPSS),1922,1991,"Solomentsev, Mikhail Sergeevich",M,Industrial worker,1913,2008,1971,1988,16,Resignation,No Punishment
789,USSR,Communist Party of the USSR (KPSS),1922,1991,"Solovyev, Yuriy Filippovich",M,Construction engineer,1925,2011,1986,1989,3,Resignation,No Punishment
790,USSR,Communist Party of the USSR (KPSS),1922,1991,"Stalin, Joseph Vissarionovich",M,Party functionary,1878,1953,1922,1953,30,Death,na
791,USSR,Communist Party of the USSR (KPSS),1922,1991,"Stroyev, Yegor Semyonovich",M,Collective farm worker,1937,na,1990,1991,1,Regime Change,na
792,USSR,Communist Party of the USSR (KPSS),1922,1991,"Suslov, Mikhail Andreyevich",M,Party functionary,1902,1982,1952,1953,0,Demotion,No Punishment
793,USSR,Communist Party of the USSR (KPSS),1922,1991,"Suslov, Mikhail Andreyevich",M,Party functionary,1902,1982,1955,1982,26,Death,na
794,USSR,Communist Party of the USSR (KPSS),1922,1991,"Syrtsov, Sergey Ivanovich",M,Party functionary,1893,1937,1929,1930,1,Expulsion,No Punishment
795,USSR,Communist Party of the USSR (KPSS),1922,1991,"Talyzin, Nikolay Vladimirovich",M,Engineer,1929,1991,1985,1989,3,Resignation,No Punishment
796,USSR,Communist Party of the USSR (KPSS),1922,1991,"Tevosyan, Ivan Fedorovich",M,Factory engineer,1902,1958,1952,1953,0,Demotion,No Punishment
797,USSR,Communist Party of the USSR (KPSS),1922,1991,"Tikhonov, Nikolay Aleksandrovich",M,Technical engineer,1905,1997,1978,1986,7,Resignation,No Punishment
798,USSR,Communist Party of the USSR (KPSS),1922,1991,"Tomsky, Mikhail Pavlovich",M,Trade unionist,1880,1936,1922,1930,7,Demotion,No Punishment
799,USSR,Communist Party of the USSR (KPSS),1922,1991,"Trotsky, Leon (Lev) Davidovich",M,Union organizer,1879,1940,1922,1926,3,Expulsion,Exile
800,USSR,Communist Party of the USSR (KPSS),1922,1991,"Uglanov, Nikolay Aleksandrovich",M,Party functionary,1886,1937,1926,1929,3,Demotion,No Punishment
801,USSR,Communist Party of the USSR (KPSS),1922,1991,"Ustinov, Dmitriy Fedorovich",M,Munitions factory worker,1908,1984,1965,1984,19,Death,na
802,USSR,Communist Party of the USSR (KPSS),1922,1991,"Vlasor, Aleksandr Vladimirovich",M,Metallurgical engineer,1932,2002,1988,1990,1,Demotion,No Punishment
803,USSR,Communist Party of the USSR (KPSS),1922,1991,"Voronov, Gennadiy Ivanovich",M,Party functionary,1910,1994,1961,1973,12,Resignation,No Punishment
804,USSR,Communist Party of the USSR (KPSS),1922,1991,"Voroshilov, Kliment Yefremovich",M,Worker,1881,1969,1926,1960,34,Resignation,No Punishment
805,USSR,Communist Party of the USSR (KPSS),1922,1991,"Vorotnikov, Vitaliy Ivanovich",M,Fitter,1926,2012,1983,1990,6,Demotion,No Punishment
806,USSR,Communist Party of the USSR (KPSS),1922,1991,"Voznesensky, Nikolay Alekseevich",M,Economist,1903,1950,1941,1949,8,Expulsion,Execution
807,USSR,Communist Party of the USSR (KPSS),1922,1991,"Vyshinsky, Andrey Yanuarovich",M,Lawyer,1883,1954,1952,1953,0,Demotion,No Punishment
808,USSR,Communist Party of the USSR (KPSS),1922,1991,"Yakovlev, Alexandr Nikolaevich",M,Party functionary,1923,2005,1987,1990,3,Demotion,No Punishment
809,USSR,Communist Party of the USSR (KPSS),1922,1991,"Yazov, Dmitriy Timofeevich",M,Soldier,1924,2020,1987,1990,3,Demotion,No Punishment
810,USSR,Communist Party of the USSR (KPSS),1922,1991,"Yanaev, Gennadiy Ivanovich",M,Trade unionist,1937,2010,1990,1991,0,Demotion,No Punishment
811,USSR,Communist Party of the USSR (KPSS),1922,1991,"Yeltsin, Boris Nikolayevich",M,Construction engineer,1931,2007,1986,1988,2,Resignation,No Punishment
812,USSR,Communist Party of the USSR (KPSS),1922,1991,"Yezhov, Nikolai Ivanovich",M,Civil administrator,1895,1940,1937,1939,1,Expulsion,Execution
813,USSR,Communist Party of the USSR (KPSS),1922,1991,"Yudin, Pavel Fyodorovich",M,Lathe operator,1899,1968,1952,1953,0,Demotion,No Punishment
814,USSR,Communist Party of the USSR (KPSS),1922,1991,"Zaykov, Lev Nikolaevich",M,Party functionary,1923,2002,1986,1990,4,Demotion,No Punishment
815,USSR,Communist Party of the USSR (KPSS),1922,1991,"Zhdanov, Andrey Alexandrovich",M,Party functionary,1896,1948,1934,1948,14,Death,na
816,USSR,Communist Party of the USSR (KPSS),1922,1991,"Zhukov, Georgy Konstantinovich",M,Soldier,1896,1974,1956,1957,1,Expulsion,No Punishment
817,USSR,Communist Party of the USSR (KPSS),1922,1991,"Zinoviev, Grigoriy Yevseyevich",M,Party functionary,1883,1936,1922,1926,3,Expulsion,No Punishment
818,USSR,Communist Party of the USSR (KPSS),1922,1991,"Zverev, Arseny Grigoryevich",M,Economist,1900,1969,1952,1953,0,Demotion,No Punishment
