ID,STATE,REG_PARTY,REG_START,REG_END,ELITE_NAME,ELITE_FEMALE,ELITE_OCCUPATION,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_REENTER,ELITE_REEXIT,ELITE_RETENURE,ELITE_EXITTYPE,ELITE_EXITFATE
1,Algeria,High Committee of State,1992,2019,"Boudiaf, Mohamed",M,Party Functionary,1919,1992,1992,1992,0,Death - Assassination,na
2,Algeria,High Committee of State,1992,2019,"Kafi, Ali",M,Soldier,1928,2013,1992,1994,2,Ruling Institution Change,OK
3,Algeria,High Committee of State,1992,2019,"Malek, Redha",M,Ambassador,1931,2017,1992,1994,1,Ruling Institution Change,OK
4,Algeria,High Committee of State,1992,2019,"Nezzar, Khaled",M,Soldier,1937,na,1992,1994,2,Ruling Institution Change,OK
5,Algeria,High Committee of State,1992,2019,"Haroun, Ali",M,Lawyer,1927,na,1992,1994,2,Ruling Institution Change,OK
6,Algeria,High Committee of State,1992,2019,"Haddam, Tedjini",M,Medical Doctor,1921,2000,1992,1994,2,Ruling Institution Change,OK
7,Argentina,Junta Militar de Gobierno,1976,1983,"Videla, Jorge",M,Army officer,1925,2013,1976,1981,5,Expulsion,Expulsion
8,Argentina,Junta Militar de Gobierno,1976,1983,"Viola, Roberto",M,Army officer,1924,1994,1978,1981,3,Resignation,Resignation
9,Argentina,Junta Militar de Gobierno,1976,1983,"Galtieri, Leopoldo",M,Army officer,1926,2003,1979,1982,2,Resignation,Resignation
10,Argentina,Junta Militar de Gobierno,1976,1983,"Nicolaides, Cristino",M,Army officer,1925,2011,1982,1983,1,Regime Change,Regime Change
11,Argentina,Junta Militar de Gobierno,1976,1983,"Agosti, Orlando",M,Air Force officer,1924,1997,1976,1979,2,Resignation,Resignation
12,Argentina,Junta Militar de Gobierno,1976,1983,"Graffigna, Omar",M,Air Force officer,1926,2019,1979,1981,2,Resignation,Resignation
13,Argentina,Junta Militar de Gobierno,1976,1983,"Lami Dozo, Basilio",M,Air Force officer,1929,2017,1981,1982,0,Resignation,Resignation
14,Argentina,Junta Militar de Gobierno,1976,1983,"Hughes, Augusto Jorge",M,Air Force officer,1931,1993,1982,1983,1,Regime Change,Regime Change
15,Argentina,Junta Militar de Gobierno,1976,1983,"Massera, Emilio",M,Naval officer,1925,2010,1976,1978,2,Resignation,Resignation
16,Argentina,Junta Militar de Gobierno,1976,1983,"Lambruschini, Armanda",M,Naval officer,1924,2004,1978,1981,2,Resignation,Resignation
17,Argentina,Junta Militar de Gobierno,1976,1983,"Anaya, Jorge",M,Naval officer,1926,2008,1981,1982,1,Resignation,Resignation
18,Argentina,Junta Militar de Gobierno,1976,1983,"Franco, Ruben",M,Naval officer,1927,na,1982,1983,1,Regime Change,Regime Change
19,Argentina,Junta Militar de Gobierno,1976,1983,"Bignone, Reynaldo",M,Army officer,1928,2018,1982,1983,1,Regime Change,Regime Change
20,Argentina,Revolutionary Board,1966,1973,"Gnavi, ADM Pedro Alberto Jose",M,Naval officer,1917,1990,1970,1972,1,Resignation,OK
21,Argentina,Revolutionary Board,1966,1973,"Lanusse, LTG Alejandro Augustin",M,Army officer,1918,1996,1970,1973,2,Regime Change,na
22,Argentina,Revolutionary Board,1966,1973,"Rey, BG Carlos Alberto",M,Air Force officer,1922,2017,1970,1973,2,Regime Change,na
23,Argentina,Revolutionary Board,1966,1973,"Levingston, BG Roberto Marcelo",M,Army officer,1920,2015,1970,1971,0,Expulsion,OK
24,Argentina,Revolutionary Board,1966,1973,"Coda, ADM Carlos Guido Natal",M,Naval officer,1918,2004,1972,1973,1,Regime Change,na
25,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,Leng Sary,M,Teacher,1925,2013,1975,1979,3,Regime Change,na
26,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,Ke Pauk (Vin),M,Party functionary,1934,2002,1977,1979,1,Regime Change,na
27,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,Khieu Samphan,M,Teacher,1931,na,1975,1979,3,Regime Change,na
28,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,"Moul Sambath (Nhim Ros, Sombat)",M,Soldier,na,1978,1975,1978,3,Expulsion,Execution
29,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,Noun Chea,M,Party functionary,1926,na,1975,1979,3,Regime Change,na
30,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,Pol Pot (Saloth Sar),M,Teacher,1925,1998,1975,1979,3,Regime Change,na
31,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,"So Phim (Vanna, Yan)",M,Soldier,1925,1978,1975,1978,3,Death,na
32,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,Son Sen,M,Teacher,1930,1997,1975,1979,3,Regime Change,na
33,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,Ta Mok (Ek/Oeung Choeun),M,Religious teacher,1925,2006,1975,1979,3,Regime Change,na
34,Cambodia,Communist Party of Kampuchea (CPK),1975,1979,Vorn Veth (Penh/Sok Thuok),M,Party functionary,1931,1978,1975,1978,3,Expulsion,Execution
35,Chile,Junta Militar de Gobierno,1973,1990,"Benavides, CÇsar",M,Soldier,1912,2011,1981,1985,4,Resignation,No punishment
36,Chile,Junta Militar de Gobierno,1973,1990,"Busch, Jorge Mart°nez",M,Soldier,1936,2011,1990,1990,0,Regime Change,na
37,Chile,Junta Militar de Gobierno,1973,1990,"Canessa, Julio",M,Soldier,1925,2015,1985,1987,1,Resignation,No punishment
38,Chile,Junta Militar de Gobierno,1973,1990,"Gordon, Humberto",M,Soldier,1927,2000,1987,1988,1,Resignation,No Punishment
39,Chile,Junta Militar de Gobierno,1973,1990,"Leigh, Gustavo",M,Soldier,1920,1999,1973,1978,4,Expulsion,No Punishment
40,Chile,Junta Militar de Gobierno,1973,1990,"Lucar, Jorge",M,Soldier,1934,na,1990,1990,0,Regime Change,na
41,Chile,Junta Militar de Gobierno,1973,1990,"Matthei, Fernando",M,Soldier,1925,2017,1978,1990,11,Regime Change,na
42,Chile,Junta Militar de Gobierno,1973,1990,"Mendoza, CÇsar",M,Police officer,1918,1996,1973,1985,11,Resignation,No Punishment
43,Chile,Junta Militar de Gobierno,1973,1990,"Merino, JosÇ Toribio",M,Soldier,1915,1996,1973,1990,16,Regime Change,na
44,Chile,Junta Militar de Gobierno,1973,1990,"Pinochet, Augusto",M,Soldier,1915,2006,1973,1990,16,Regime Change,na
45,Chile,Junta Militar de Gobierno,1973,1990,"Sinclair, Santiago",M,Soldier,1927,na,1988,1990,1,Regime Change,na
46,Chile,Junta Militar de Gobierno,1973,1990,"Stange, Rodolfo",M,Police officer,1925,na,1985,1990,4,Regime Change,na
47,China,Communist Party of China (CPC),1949,,"Chen, Boda",M,Teacher,1904,1989,1966,1970,4,Expulsion,No Punishment
48,China,Communist Party of China (CPC),1949,,"Chen, Yun",M,Union organizer,1905,1995,1949,1969,20,Demotion,No Punishment
49,China,Communist Party of China (CPC),1949,,"Chen, Yun",M,Union organizer,1905,1995,1978,1987,8,Resignation,No Punishment
50,China,Communist Party of China (CPC),1949,,"Deng, Xiaoping",M,Party functionary,1904,1997,1956,1968,12,Expulsion,No Punishment
51,China,Communist Party of China (CPC),1949,,"Deng, Xiaoping",M,Party functionary,1904,1997,1975,1976,1,Demotion,No Punishment
52,China,Communist Party of China (CPC),1949,,"Deng, Xiaoping",M,Party functionary,1904,1997,1977,1987,10,Resignation,No Punishment
53,China,Communist Party of China (CPC),1949,,"Dong, Biwu",M,Lawyer,1886,1975,1949,1975,26,Death,na
54,China,Communist Party of China (CPC),1949,,"Han, Zheng",M,Warehouse worker,1954,na,2017,na,0,na,na
55,China,Communist Party of China (CPC),1949,,"He, Guoqiang",M,Chemical engineer,1943,na,2007,2012,4,Resignation,No Punishment
56,China,Communist Party of China (CPC),1949,,"Hu, Jintao",M,Hydroelectric engineer,1942,na,1992,2012,20,Resignation,No Punishment
57,China,Communist Party of China (CPC),1949,,"Hu, Qili",M,Party functionary,1929,na,1987,1989,1,Expulsion,No Punishment
58,China,Communist Party of China (CPC),1949,,"Hu, Yaobang",M,Party functionary,1915,1989,1980,1987,7,Demotion,No Punishment
59,China,Communist Party of China (CPC),1949,,"Hua, Guofeng",M,Party functionary,1921,2008,1977,1982,5,Demotion,No Punishment
60,China,Communist Party of China (CPC),1949,,"Huang, Ju",M,Electrical engineer,1938,2007,2002,2007,4,Death,na
61,China,Communist Party of China (CPC),1949,,"Jia, Qinglin",M,Mechanical engineer,1940,na,2002,2012,10,Resignation,No Punishment
62,China,Communist Party of China (CPC),1949,,"Jiang, Zemin",M,Automotive engineer,1926,na,1989,2002,13,Resignation,No Punishment
63,China,Communist Party of China (CPC),1949,,"Kang, Sheng",M,Labor organizer,1898,1975,1966,1975,9,Death,na
64,China,Communist Party of China (CPC),1949,,"Li, Changchun",M,Electrical engineer,1944,na,2002,2012,10,Resignation,No Punishment
65,China,Communist Party of China (CPC),1949,,"Li, Desheng",M,Soldier,1916,2011,1973,1975,1,Resignation,No Punishment
66,China,Communist Party of China (CPC),1949,,"Li, Fuchun",M,Party functionary,1900,1975,1966,1969,2,Demotion,No Punishment
67,China,Communist Party of China (CPC),1949,,"Li, Keqiang",M,Academic,1955,na,2007,na,0,na,na
68,China,Communist Party of China (CPC),1949,,"Li, Lanqing",M,Automotive factory worker,1932,na,1997,2002,5,Resignation,No Punishment
69,China,Communist Party of China (CPC),1949,,"Li, Peng",M,Hydroelectric engineer,1928,na,1987,2002,15,Resignation,No Punishment
70,China,Communist Party of China (CPC),1949,,"Li, Ruihuan",M,Carpenter,1934,na,1989,2002,13,Resignation,No Punishment
71,China,Communist Party of China (CPC),1949,,"Li, Xiannian",M,Party functionary,1909,1992,1977,1987,10,Resignation,No Punishment
72,China,Communist Party of China (CPC),1949,,"Li, Zhanshu",M,Party functionary,1950,na,2017,na,0,na,na
73,China,Communist Party of China (CPC),1949,,"Lin, Biao",M,Soldier,1907,1971,1955,1971,16,Death,na
74,China,Communist Party of China (CPC),1949,,"Liu, Huaqing",M,Naval officer,1916,2011,1992,1997,4,Resignation,No Punishment
75,China,Communist Party of China (CPC),1949,,"Liu, Shaoqi",M,Labor organizer,1898,1969,1949,1968,19,Expulsion,Incarceration
76,China,Communist Party of China (CPC),1949,,"Liu, Yunshan",M,Journalist,1947,na,2012,2017,4,Resignation,No Punishment
77,China,Communist Party of China (CPC),1949,,"Luo, Gan",M,Metallurgical engineer,1935,na,2002,2007,5,Resignation,No Punishment
78,China,Communist Party of China (CPC),1949,,"Mao, Zedong",M,Teacher,1893,1976,1949,1976,27,Death,na
79,China,Communist Party of China (CPC),1949,,"Qiao, Shi",M,Iron and steel worker,1924,2015,1987,1997,9,Resignation,No Punishment
80,China,Communist Party of China (CPC),1949,,"Ren, Bishi",M,Party functionary,1904,1950,1949,1950,1,Death,na
81,China,Communist Party of China (CPC),1949,,"Song, Ping",M,Party functionary,1917,na,1989,1992,3,Resignation,No Punishment
82,China,Communist Party of China (CPC),1949,,"Tao, Zhu",M,Party functionary,1908,1969,1966,1967,0,Expulsion,Incarceration
83,China,Communist Party of China (CPC),1949,,"Xi, Jinping",M,Party functionary,1953,na,2007,na,0,na,na
84,China,Communist Party of China (CPC),1949,,"Wang, Dongxing",M,Soldier,1916,2015,1977,1980,2,Demotion,No Punishment
85,China,Communist Party of China (CPC),1949,,"Wang, Hongwen",M,Party functionary,1935,1992,1973,1976,3,Expulsion,Incarceration
86,China,Communist Party of China (CPC),1949,,"Wang, Huning",M,Professor of Law,1955,na,2017,na,0,na,na
87,China,Communist Party of China (CPC),1949,,"Wang, Qishan",M,Historian,1948,na,2012,2017,4,Resignation,No Punishment
88,China,Communist Party of China (CPC),1949,,"Wang, Yang",M,Factory worker,1955,na,2017,na,0,na,na
89,China,Communist Party of China (CPC),1949,,"Wei, Jianxing",M,Industrial worker,1931,2015,1997,2002,5,Resignation,No Punishment
90,China,Communist Party of China (CPC),1949,,"Wen, Jiabao",M,Geologist,1942,na,2002,2012,10,Resignation,No Punishment
91,China,Communist Party of China (CPC),1949,,"Wu, Bangguo",M,Factory technician,1941,na,2002,2012,10,Resignation,No Punishment
92,China,Communist Party of China (CPC),1949,,"Wu, Guanzheng",M,Factory technician,1938,na,2002,2007,5,Resignation,No Punishment
93,China,Communist Party of China (CPC),1949,,"Yao, Yilin",M,Party functionary,1917,1994,1987,1992,4,Resignation,No Punishment
94,China,Communist Party of China (CPC),1949,,"Ye, Jianying",M,Soldier,1897,1986,1973,1985,12,Resignation,No Punishment
95,China,Communist Party of China (CPC),1949,,"Yu, Zhengsheng",M,Electronics engineer,1945,na,2012,2017,4,Resignation,No Punishment
96,China,Communist Party of China (CPC),1949,,"Zeng, Qinghong",M,Engineer,1939,na,2002,2007,5,Resignation,No Punishment
97,China,Communist Party of China (CPC),1949,,"Zhang, Chunqiao",M,Journalist,1917,2005,1973,1976,3,Expulsion,Incarceration
98,China,Communist Party of China (CPC),1949,,"Zhang, Dejiang",M,Party functionary,1946,na,2012,2017,4,Resignation,No Punishment
99,China,Communist Party of China (CPC),1949,,"Zhang, Gaoli",M,Warehouse laborer,1946,na,2012,2017,4,Resignation,No Punishment
100,China,Communist Party of China (CPC),1949,,"Zhao, Leji",M,Commerce official,1957,na,2017,na,0,na,na
101,China,Communist Party of China (CPC),1949,,"Zhao, Ziyang",M,Party functionary,1919,2005,1980,1989,9,Expulsion,Incarceration
102,China,Communist Party of China (CPC),1949,,"Zhou, Enlai",M,Party functionary,1898,1976,1949,1976,26,Death,na
103,China,Communist Party of China (CPC),1949,,"Zhou, Yongkang",M,Petroleum engineer,1942,na,2007,2012,4,Resignation,No Punishment
104,China,Communist Party of China (CPC),1949,,"Zhu, De",M,Soldier,1886,1976,1949,1969,20,Demotion,No Punishment
105,China,Communist Party of China (CPC),1949,,"Zhu, De",M,Soldier,1886,1976,1973,1976,2,Death,na
106,China,Communist Party of China (CPC),1949,,"Zhu, Rongji",M,State planner,1928,na,1992,2002,10,Resignation,No Punishment
107,Colombia,Junta Military de Gobierno,1957,1958,"Paris Gordillo, Genna Gabriel",M,Army officer,1908,na,1957,1958,1,Regime Change,na
108,Colombia,Junta Military de Gobierno,1957,1958,"Fonseca Espinosa, Genna Deogracias",M,Military Police officer,1908,na,1957,1958,1,Regime Change,na
109,Colombia,Junta Military de Gobierno,1957,1958,"Piedrahita Arango, VADM Ruben",M,Naval officer,1910,1979,1957,1958,1,Regime Change,na
110,Colombia,Junta Military de Gobierno,1957,1958,"Navas Pardo, BG Rafael",M,Army officer,1908,1990,1957,1958,1,Regime Change,na
111,Colombia,Junta Military de Gobierno,1957,1958,"Ordonez Castillo, BG Luis Ernesto",M,Army officer,1914,1990,1957,1958,1,Regime Change,na
112,Costa Rica,Junta Fundadora,1948,1949,"Blanco Cervantes, Ra£l",M,Physician,1903,1979,1948,1949,1,Regime Change,na
113,Costa Rica,Junta Fundadora,1948,1949,"Cardona Quir¢s, Edgar",M,Soldier,1916,2001,1948,1949,0,Expulsion,Incarceration
114,Costa Rica,Junta Fundadora,1948,1949,"Facio Segreda, Gonzalo",M,Lawyer,1918,2018,1948,1949,1,Regime Change,na
115,Costa Rica,Junta Fundadora,1948,1949,"Figueres Ferrer, JosÇ",M,Agronomist,1906,1990,1948,1949,1,Regime Change,na
116,Costa Rica,Junta Fundadora,1948,1949,"G†mez Solano, Uladislao",M,Teacher,1909,2005,1948,1949,1,Regime Change,na
117,Costa Rica,Junta Fundadora,1948,1949,"MartÇn Chavarr°a, Alberto",M,Public intellectual,1909,2009,1948,1949,0,Resignation,No Punishment
118,Costa Rica,Junta Fundadora,1948,1949,"Mas°s Dibiasi, Bruce",M,Entrepreneur,1909,1956,1948,1949,1,Regime Change,na
119,Costa Rica,Junta Fundadora,1948,1949,"N£§ez Vargas, Benjam°n",M,Trade unionist,1915,1994,1948,1949,1,Regime Change,na
120,Costa Rica,Junta Fundadora,1948,1949,"Odio Odio, Benjam°n",M,Director of National Registry,1908,1956,1948,1949,1,Demotion,No Punishment
121,Costa Rica,Junta Fundadora,1948,1949,"Orlich Bolmarcich, Francisco Jose",M,Politician,1907,1969,1948,1949,1,Regime Change,na
122,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Ackermann, Anton",M,Unskilled laborer,1905,1973,1950,1953,3,Expulsion,No Punishment
123,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Apel, Erich",M,Toolmaker,1917,1965,1961,1965,4,Death,na
124,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Axen, Hermann",M,Journalist,1916,1992,1963,1989,26,Resignation,No Punishment
125,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Bartsch, Karl-Heinz",M,Agricultural assistant,1923,2003,1963,1963,0,Expulsion,No Punishment
126,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Baumann, Edith",F,Typist,1909,1973,1958,1963,4,Demotion,No Punishment
127,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Bîhme, Hans-Joachim",M,Party functionary,1929,2012,1986,1989,3,Resignation,No Punishment
128,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Chemnitzer, Johannes",M,Party functionary,1929,na,1989,1989,0,Resignation,No Punishment
129,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Dahlem, Franz",M,Export sales,1892,1981,1949,1953,3,Expulsion,No Punishment
130,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Dohlus, Horst",M,Barber assistant,1925,2007,1976,1989,13,Resignation,No Punishment
131,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Eberlein, Werner",M,Interpreter,1919,2002,1985,1989,4,Regime Change,na
132,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Ebert Jrna, Friedrich",M,Printer,1894,1979,1949,1979,30,Death,na
133,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Ermisch, Luise",F,Dressmaker,1916,2001,1958,1963,4,Demotion,No Punishment
134,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Ewald, Georg",M,Farmer,1926,1973,1963,1973,10,Death,na
135,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Felfe, Werner",M,Party functionary,1928,1988,1973,1988,14,Death,na
136,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Frîhlich, Paul",M,Journalist,1913,1970,1958,1970,12,Death,na
137,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Grotewohl, Otto",M,Party functionary,1894,1964,1949,1964,14,Death,na
138,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"GrÅneberg, Gerhard",M,Bricklayer,1921,1981,1959,1981,21,Death,na
139,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"HÑber, Herbert",M,Metalworker,1930,na,1984,1985,1,Resignation,No Punishment
140,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Hager, Kurt",M,Journalist,1912,1998,1958,1989,31,Resignation,No Punishment
141,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Halbritter, Walter",M,Administrator,1927,2003,1967,1973,6,Demotion,No Punishment
142,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Herger, Wolfgang",M,Party functionary,1935,na,1989,1989,0,Regime Change,na
143,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Herrmann, Joachim",M,Journalist,1928,1992,1973,1989,16,Resignation,No Punishment
144,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Herrnstadt, Rudolf",M,Newspaper editor,1903,1966,1950,1953,3,Expulsion,No Punishment
145,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Hoffmann, Karl-Heinz",M,Mechanic,1910,1985,1973,1985,12,Death,na
146,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Honecker, Erich",M,Roofer,1912,1994,1950,1989,39,Resignation,No Punishment
147,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Jarowinsky, Werner",M,Economist,1927,1990,1963,1989,26,Regime Change,na
148,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Jendretzky, Hans",M,Locksmith,1897,1992,1950,1953,3,Expulsion,No Punishment
149,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Kessler, Heinz",M,Machinist,1920,2017,1986,1989,3,Regime Change,na
150,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Kleiber, GÅnther",M,Graduate engineer,1931,2013,1967,1989,22,Resignation,No Punishment
151,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Krenz, Egon",M,Teacher,1937,na,1976,1989,13,Regime Change,na
152,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Krolikowski, Werner",M,Administrator,1928,na,1971,1989,18,Resignation,No Punishment
153,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Kurella, Alfred",M,Party functionary,1895,1975,1958,1963,4,Demotion,No Punishment
154,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Lamberz, Werner",M,Party functionary,1929,1978,1970,1978,7,Death,na
155,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Lange, Ingeburg",F,Tailor,1927,2013,1973,1989,16,Resignation,No Punishment
156,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Lehmann, Helmut",M,Health insurance managing chairman,1882,1959,1949,1950,0,Resignation,No Punishment
157,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Leuschner, Bruno",M,Business clerk,1910,1965,1953,1965,11,Death,na
158,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Lorenz, Siegfried",M,Party functionary,1930,na,1985,1989,4,Regime Change,na
159,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Matern, Hermann",M,Tanner,1893,1971,1950,1971,20,Death,na
160,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Merker, Paul",M,Hotel worker,1894,1969,1949,1950,0,Expulsion,No Punishment
161,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Mewis, Karl",M,Locksmith,1907,1987,1958,1963,4,Demotion,No Punishment
162,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Mielke, Erich",M,Factory worker,1907,2000,1971,1989,18,Resignation,No Punishment
163,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Mittag, GÅnter",M,Economist,1926,1994,1963,1989,26,Resignation,No Punishment
164,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Modrow, Hans",M,Machinist,1928,na,1989,1989,0,Regime Change,na
165,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"MÅckenberger, Erich",M,Mechanic,1910,1998,1950,1989,39,Resignation,No Punishment
166,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"MÅller, Gerhard",M,Teacher,1926,na,1985,1989,3,Resignation,No Punishment
167,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"MÅller, Margarete",F,Agronomist,1931,na,1963,1989,26,Regime Change,na
168,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Naumann, Konrad",M,Party functionary,1928,1992,1973,1985,12,Resignation,No Punishment
169,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Neumann, Alfred",M,Carpenter,1909,2001,1954,1989,35,Resignation,No Punishment
170,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Norden, Albert",M,Party functionary,1904,1982,1958,1981,22,Resignation,No Punishment
171,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Oel·ner, Fred",M,Miller,1879,1962,1950,1958,7,Expulsion,No Punishment
172,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Pieck, Wilhelm",M,Wood-worker,1876,1960,1949,1960,10,Death,na
173,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Pisnik, Alois",M,Engineer,1911,2004,1958,1963,4,Demotion,No Punishment
174,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Rau, Heinrich",M,Press operator,1899,1961,1949,1961,11,Death,na
175,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Rauchfuss, Wolfgang",M,Mechanic,1931,2005,1989,1989,0,Regime Change,na
176,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Schabowski, GÅnter",M,Journalist,1929,2015,1981,1989,8,Regime Change,na
177,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Schirdewan, Karl",M,Party functionary,1907,1998,1953,1958,4,Expulsion,No Punishment
178,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Schmidt, Elli",F,Dressmaker,1908,1980,1950,1953,3,Expulsion,No Punishment
179,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"SchÅrer, Gerhard",M,Mechanic,1921,2010,1973,1989,16,Regime Change,na
180,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Sieber, GÅnter",M,Forestry specialist,1930,2006,1989,1989,0,Regime Change,na
181,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Sindermann, Horst",M,Journalist,1915,1990,1963,1989,26,Resignation,No Punishment
182,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Steinhoff, Karl",M,Civil servant,1892,1981,1949,1950,0,Demotion,No Punishment
183,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Stoph, Willi",M,Brick-layer,1914,1999,1953,1989,36,Resignation,No Punishment
184,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Tisch, Harry",M,Mechanic,1927,1995,1971,1989,18,Resignation,No Punishment
185,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Ulbricht, Walter",M,Joiner,1893,1973,1949,1973,23,Death,na
186,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Verner, Paul",M,Turner,1911,1986,1958,1984,25,Resignation,No Punishment
187,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Walde, Werner",M,Party functionary,1926,2010,1976,1989,13,Resignation,No Punishment
188,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Warnke, Herbert",M,Metalworker,1902,1975,1953,1975,21,Death,na
189,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Willerding, Hans-Joachim (Jochen)",M,Teacher,1952,na,1989,1989,0,Regime Change,na
190,East Germany,Socialist Unity Party of Germany (SED),1949,1990,"Zaisser, Wilhelm",M,Teacher,1893,1958,1950,1953,3,Expulsion,No Punishment
191,Ecuador,Military Junta of 1963,1963,1966,"Castro Jijon, CPT Ramon",M,Commander of the Navy,1915,1984,1963,1966,2,Regime Change,na
192,Ecuador,Military Junta of 1963,1963,1966,"Cabrera Sevilla, COL Luis",M,Commander of the Army,1915,na,1963,1966,2,Regime Change,na
193,Ecuador,Military Junta of 1963,1963,1966,"Freile Posso, LTC Manuel",M,Commander of the Air Force,1927,2009,1963,1965,2,Expulsion,Incarcerated
194,Ecuador,Military Junta of 1963,1963,1966,"Gandara Enriquez, COL Marcos",M,Secretary General of the National Defense Council,1915,na,1963,1966,2,Regime Change,na
195,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Backe, Herbert",M,Tenant farmer,1896,1947,1942,1945,3,Regime Change,na
196,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Blomberg, Werner von",M,Soldier,1878,1946,1933,1938,5,Resignation,No Punishment
197,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Bormann, Martin",M,Party funtionary,1900,1945,1941,1945,3,Death - combat,na
198,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"DarrÇ, Richard Walther",M,Agronomist,1895,1953,1933,1942,8,Regime Change,na
199,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"Dînitz, Karl",M,Soldier,1891,1980,1945,1945,0,Regime Change,na
200,Germany,National Socialist German Workers Party (NSDAP),1933,1945,"DorpmÅller, Julius Heinrich",M,Railway engineer,1869,1945,1937,1945,8,Regime Change,na
